,time_slot,day_of_week,T,RH,AH,PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label,true_error
8395,afternoon,wednesday,5.1,74.5,0.6621,910.0,701.0,1192.0,974.0,-0.1599135952305142,-0.0941129544485254,0
8396,afternoon,wednesday,5.7,72.5,0.6686,983.0,629.0,1244.0,1121.0,0.2577765446768585,0.1848317528568331,0
8397,afternoon,wednesday,5.6,74.6,0.6826,975.0,638.0,1243.0,1064.0,0.1185464980410675,0.1711131606942745,0
8398,afternoon,wednesday,5.4,75.9,0.6875,946.0,653.0,1231.0,1076.0,0.1185464980410675,0.1345302482607848,0
8399,afternoon,wednesday,4.9,78.2,0.6826,990.0,632.0,1254.0,1090.0,0.2577765446768585,0.225987529344509,0
8400,evening,wednesday,4.8,79.0,0.6845,1027.0,610.0,1289.0,1119.0,0.4666216146305448,0.2579975777238124,0
8401,evening,wednesday,4.8,78.6,0.6826,1038.0,605.0,1317.0,1181.0,0.3970065913126496,0.38146490718684,0
8402,evening,wednesday,4.6,78.2,0.6686,1071.0,590.0,1331.0,1240.0,0.6754666845842314,0.5186508288124262,0
8403,evening,wednesday,4.2,79.7,0.6647,1028.0,619.0,1264.0,1254.0,0.5362366379484403,0.4500578679996331,0
8404,night,wednesday,4.3,78.9,0.6621,962.0,657.0,1212.0,1192.0,0.3273915679947541,0.1573945685317159,0
8405,night,wednesday,4.2,77.9,0.6479,744.0,825.0,1053.0,1020.0,-0.4383736885020959,-0.4325048944583046,0
8406,night,thursday,3.2,83.0,0.645,750.0,831.0,1051.0,916.0,-0.3687586651842005,-0.4233591663499322,0
8407,night,thursday,5.1,74.5,0.6626,625.0,977.0,983.0,798.0,-0.7168337817736777,-0.7937611547390149,0
8408,night,thursday,4.0,80.8,0.6666,647.0,956.0,1023.0,762.0,-0.8560638284094687,-0.7388867860887804,0
8409,night,thursday,4.3,81.0,0.677,545.0,1080.0,964.0,685.0,-0.9952938750452596,-0.9858214450148356,0
8411,morning,thursday,3.3,84.5,0.6612,518.0,1135.0,962.0,606.0,-1.064908898363155,-1.04069581366507,0
8412,morning,thursday,3.6,84.4,0.6724,652.0,937.0,1051.0,788.0,-0.925678851727364,-0.6520023690592425,0
8413,morning,thursday,3.8,83.8,0.6771,787.0,755.0,1146.0,947.0,-0.4383736885020959,-0.1809973714780633,0
8414,morning,thursday,4.1,82.5,0.6819,1082.0,555.0,1400.0,1254.0,0.6754666845842314,0.91191713747244,0
8415,morning,thursday,3.9,83.9,0.6847,1132.0,522.0,1439.0,1352.0,1.1627718478094993,1.0125201466645364,0
8416,morning,thursday,4.1,83.9,0.6967,939.0,640.0,1228.0,1165.0,0.3970065913126496,0.3082990823198607,0
8417,morning,thursday,4.6,82.0,0.6997,836.0,728.0,1142.0,1025.0,-0.2295286185484095,-0.0803943622859667,0
8418,morning,thursday,5.5,79.5,0.7238,784.0,770.0,1117.0,941.0,-0.5079887118199915,-0.2312988760741115,0
8419,afternoon,thursday,6.7,76.2,0.7519,873.0,697.0,1206.0,1000.0,-0.2991436418663051,0.0476458312312469,0
8420,afternoon,thursday,7.9,69.0,0.7394,888.0,685.0,1223.0,962.0,-0.1599135952305142,0.0339272390686883,0
8421,afternoon,thursday,8.5,66.3,0.7387,1002.0,612.0,1299.0,1214.0,0.0489314747231723,0.4317664117828882,0
8422,afternoon,thursday,7.6,70.8,0.7399,1094.0,537.0,1364.0,1428.0,0.6058516612663358,0.7472940315217365,0
8423,afternoon,thursday,7.2,72.4,0.7372,1092.0,525.0,1388.0,1484.0,0.6058516612663358,0.870761360984764,0
8424,evening,thursday,6.7,74.2,0.7326,1224.0,468.0,1503.0,1658.0,1.2323868711273949,1.3463392226201294,0
8425,evening,thursday,6.1,75.8,0.7184,1230.0,473.0,1522.0,1632.0,1.3020018944452905,1.2091533009945432,0
8426,evening,thursday,6.3,74.9,0.7187,1225.0,485.0,1492.0,1628.0,1.2323868711273949,1.1725703885610537,0
8427,evening,thursday,6.0,78.0,0.7345,1121.0,531.0,1399.0,1481.0,0.9539267778558131,0.9759372342310468,0
8428,night,thursday,5.6,81.2,0.7443,917.0,652.0,1218.0,1205.0,0.188161521358963,0.271716169886371,0
8429,night,thursday,5.5,81.5,0.7393,895.0,681.0,1201.0,1106.0,-0.0206835485947231,0.2671433058321849,0
8430,night,friday,5.3,84.1,0.753,905.0,657.0,1215.0,1106.0,0.2577765446768585,0.3220176744824193,0
8431,night,friday,5.2,83.9,0.7487,860.0,692.0,1181.0,1092.0,-0.0206835485947231,0.1619674325859021,0
8432,night,friday,5.1,83.5,0.7416,773.0,767.0,1127.0,984.0,-0.4383736885020959,-0.2358717401282977,0
8433,night,friday,5.0,82.9,0.73,679.0,854.0,1046.0,889.0,-0.7168337817736777,-0.4599420787834218,0
8434,night,friday,5.0,82.5,0.7265,677.0,863.0,1053.0,848.0,-0.7864488050915732,-0.4736606709459804,0
8435,morning,friday,5.0,82.8,0.7273,595.0,991.0,1025.0,771.0,-0.925678851727364,-0.8166254750099459,0
8436,morning,friday,5.2,80.7,0.7219,717.0,872.0,1095.0,895.0,-0.7864488050915732,-0.5148164474336563,0
8437,morning,friday,5.3,80.2,0.7179,819.0,751.0,1161.0,1003.0,-0.5079887118199915,-0.1764245074238771,0
8438,morning,friday,5.7,79.7,0.734,1260.0,494.0,1568.0,1442.0,1.0235418011737087,1.4332236396496674,0
8439,morning,friday,6.2,76.8,0.7355,1502.0,411.0,1868.0,1727.0,2.5550723141674085,1.9042286372308463,0
8440,morning,friday,8.3,67.4,0.7384,1234.0,504.0,1533.0,1606.0,1.4412319410810814,1.158851796398495,0
8441,morning,friday,10.8,52.1,0.6746,1044.0,615.0,1324.0,1354.0,0.8146967312200221,0.3631734509700952,0
8442,morning,friday,13.0,40.3,0.6028,839.0,771.0,1084.0,914.0,-0.2991436418663051,-0.4096405741873736,0
8443,afternoon,friday,10.9,44.8,0.5849,914.0,707.0,1122.0,913.0,-0.0206835485947231,-0.2724546525617874,0
8444,afternoon,friday,11.5,42.1,0.5706,882.0,727.0,1097.0,847.0,0.0489314747231723,-0.4096405741873736,0
8445,afternoon,friday,12.5,38.5,0.5568,842.0,762.0,1067.0,778.0,-0.2295286185484095,-0.4325048944583046,0
8446,afternoon,friday,12.6,38.5,0.5586,893.0,723.0,1104.0,835.0,-0.0902985719126186,-0.3227561571578357,0
8447,afternoon,friday,12.3,38.4,0.5488,916.0,710.0,1124.0,903.0,0.1185464980410675,-0.0986858185027116,0
8448,evening,friday,10.2,43.1,0.5366,1054.0,631.0,1233.0,1157.0,0.4666216146305448,0.1711131606942745,0
8449,evening,friday,8.6,48.2,0.5385,1070.0,625.0,1229.0,1237.0,0.8843117545379177,0.2351332574528814,0
8450,evening,friday,7.8,50.8,0.5384,1102.0,609.0,1309.0,1253.0,1.3020018944452905,0.3951834993493986,0
8451,evening,friday,7.3,52.8,0.5404,905.0,735.0,1098.0,1130.0,0.1185464980410675,-0.2358717401282977,0
8452,night,friday,6.2,62.4,0.5958,1023.0,629.0,1233.0,1373.0,0.3970065913126496,0.4409121398912606,0
8453,night,friday,5.1,68.2,0.6033,983.0,648.0,1193.0,1338.0,0.3970065913126496,0.3540277228617228,0
8454,night,saturday,4.7,69.0,0.5936,933.0,687.0,1133.0,1268.0,0.4666216146305448,0.1939774809652055,0
8455,night,saturday,4.0,69.8,0.5756,849.0,757.0,1063.0,1125.0,-0.0206835485947231,-0.2267260120199253,0
8456,night,saturday,3.4,71.3,0.5626,831.0,771.0,1063.0,1054.0,-0.1599135952305142,-0.3776305258080701,0
8457,night,saturday,2.8,74.0,0.5591,843.0,729.0,1061.0,1090.0,-0.0206835485947231,-0.130695866882015,0
8458,night,saturday,2.3,75.1,0.5514,771.0,784.0,1004.0,1029.0,-0.2991436418663051,-0.3364747493203943,0
8459,morning,saturday,3.8,66.2,0.5359,688.0,897.0,947.0,882.0,-0.5776037351378869,-0.7708968344680839,0
8460,morning,saturday,4.6,60.5,0.5173,633.0,993.0,897.0,717.0,-0.8560638284094687,-0.9446656685271596,0
8461,morning,saturday,5.7,54.3,0.5022,578.0,1121.0,855.0,599.0,-0.7864488050915732,-1.168736007182284,0
8462,morning,saturday,6.2,51.3,0.488,705.0,966.0,926.0,687.0,-0.7864488050915732,-0.8989370279852976,0
8463,morning,saturday,6.7,49.5,0.4892,714.0,899.0,927.0,706.0,-0.4383736885020959,-0.8120526109557598,0
8464,morning,saturday,8.8,45.0,0.5114,696.0,920.0,912.0,682.0,-0.4383736885020959,-0.7708968344680839,0
8465,morning,saturday,9.6,43.5,0.5202,688.0,924.0,909.0,629.0,-0.5079887118199915,-0.7663239704138977,0
8466,morning,saturday,9.8,43.3,0.5238,717.0,892.0,939.0,664.0,0.188161521358963,-0.6931581455469183,0
8467,afternoon,saturday,9.9,43.5,0.53,739.0,868.0,972.0,664.0,0.4666216146305448,-0.6382837768966839,1
8468,afternoon,saturday,9.8,44.1,0.5332,735.0,863.0,953.0,630.0,0.5362366379484403,-0.7160224658178493,1
8469,afternoon,saturday,9.7,45.1,0.5417,645.0,962.0,906.0,524.0,0.3273915679947541,-0.8303440671725045,1
8470,afternoon,saturday,9.0,47.3,0.542,660.0,955.0,911.0,488.0,0.2577765446768585,-0.8120526109557598,1
8471,afternoon,saturday,7.4,56.0,0.5797,704.0,888.0,961.0,609.0,0.3970065913126496,-0.6565752331134287,1
8472,evening,saturday,6.4,61.7,0.5956,723.0,863.0,974.0,684.0,0.4666216146305448,-0.5651179520297046,1
8473,evening,saturday,6.8,58.0,0.5758,772.0,821.0,1008.0,788.0,0.6058516612663358,-0.4919521271627253,1
8474,evening,saturday,7.3,56.7,0.5806,986.0,663.0,1188.0,1030.0,1.093156824491604,0.1253845201524124,0
8475,evening,saturday,7.2,56.7,0.579,903.0,713.0,1106.0,1026.0,0.9539267778558131,-0.107831546611084,1
8476,night,saturday,6.7,59.1,0.5848,920.0,689.0,1139.0,1182.0,1.1627718478094993,0.0842287436647366,1
8477,night,saturday,5.9,62.1,0.5808,1005.0,637.0,1224.0,1284.0,1.5108469643989766,0.3677463150242814,1
8478,night,sunday,6.3,60.4,0.5811,1032.0,612.0,1230.0,1371.0,1.858922080988454,0.6649824785463848,1
8479,night,sunday,5.5,60.2,0.5458,960.0,679.0,1121.0,1234.0,1.4412319410810814,0.2762890339405572,1
8480,night,sunday,4.6,64.4,0.5525,780.0,798.0,1004.0,1060.0,0.8146967312200221,-0.4325048944583046,1
8481,night,sunday,3.5,68.8,0.5458,805.0,790.0,1022.0,1038.0,0.6058516612663358,-0.3456204774287667,0
8483,morning,sunday,3.7,65.9,0.5295,631.0,988.0,915.0,751.0,-0.7864488050915732,-0.9583842606897184,0
8484,morning,sunday,1.6,74.3,0.5168,655.0,949.0,949.0,742.0,-0.8560638284094687,-0.8989370279852976,0
8485,morning,sunday,1.4,76.3,0.5261,665.0,900.0,955.0,879.0,-0.7168337817736777,-0.7800425625764563,0
8486,morning,sunday,2.5,69.5,0.5172,689.0,894.0,949.0,871.0,-0.7168337817736777,-0.8029068828473873,0
8487,morning,sunday,3.7,64.8,0.5208,691.0,891.0,956.0,890.0,-0.6472187584557824,-0.6428566409508701,0
8488,morning,sunday,7.8,49.9,0.5307,830.0,739.0,1053.0,1059.0,-0.2991436418663051,-0.2130074198573667,0
8489,morning,sunday,11.2,37.1,0.4936,776.0,817.0,972.0,808.0,-0.3687586651842005,-0.4004948460790012,0
8490,morning,sunday,12.6,30.6,0.446,706.0,888.0,884.0,616.0,-0.5079887118199915,-0.7114496017636632,0
8491,afternoon,sunday,10.3,32.9,0.4131,714.0,898.0,868.0,609.0,-0.2295286185484095,-0.7663239704138977,0
8492,afternoon,sunday,10.0,35.5,0.4346,622.0,1012.0,804.0,471.0,-0.7168337817736777,-0.9858214450148356,0
8493,afternoon,sunday,8.8,40.0,0.4538,601.0,1053.0,803.0,391.0,-0.8560638284094687,-1.0086857652857666,0
8494,afternoon,sunday,8.3,40.3,0.4431,608.0,1033.0,807.0,398.0,-0.7168337817736777,-0.9446656685271596,0
8495,afternoon,sunday,7.9,38.9,0.4141,611.0,1035.0,791.0,419.0,-0.7168337817736777,-1.017831493394139,0
8496,evening,sunday,6.8,41.0,0.4072,648.0,1007.0,822.0,509.0,-0.6472187584557824,-0.9400928044729736,0
8497,evening,sunday,6.0,42.0,0.3962,757.0,886.0,884.0,723.0,-0.3687586651842005,-0.6245651847341253,0
8498,evening,sunday,5.5,43.5,0.3963,847.0,801.0,955.0,888.0,0.3273915679947541,-0.286173244724346,0
8499,evening,sunday,4.6,46.8,0.4001,660.0,975.0,826.0,596.0,-0.4383736885020959,-0.9858214450148356,0
8500,night,sunday,4.5,48.0,0.4085,594.0,1079.0,793.0,451.0,-0.7864488050915732,-1.0772787260985597,0
8501,night,sunday,4.3,48.6,0.4069,703.0,950.0,870.0,581.0,-0.5776037351378869,-0.7663239704138977,0
8502,night,monday,4.0,50.0,0.4115,697.0,913.0,878.0,698.0,-0.3687586651842005,-0.7480325141971529,0
8503,night,monday,4.0,52.9,0.4338,566.0,1119.0,797.0,423.0,-0.7864488050915732,-1.1230073666404217,0
8504,night,monday,4.0,51.0,0.42,503.0,1268.0,755.0,332.0,-1.064908898363155,-1.3150676569162425,0
8505,night,monday,3.9,48.1,0.393,452.0,1435.0,699.0,280.0,-1.204138944998946,-1.4293892582708976,0
8506,night,monday,3.8,48.0,0.3879,425.0,1609.0,667.0,261.0,-1.2737539683168413,-1.5071279471920629,0
8507,morning,monday,3.6,50.3,0.4022,409.0,1664.0,669.0,252.0,-1.2737539683168413,-1.5071279471920629,0
8508,morning,monday,2.8,52.6,0.3972,402.0,1665.0,684.0,257.0,-1.2737539683168413,-1.516273675300435,0
8509,morning,monday,2.5,52.7,0.3908,462.0,1378.0,732.0,308.0,-1.204138944998946,-1.3425048412413596,0
8510,morning,monday,2.7,50.5,0.3804,629.0,1015.0,837.0,456.0,-0.7864488050915732,-0.994967173123208,0
8511,morning,monday,2.7,49.4,0.3714,659.0,943.0,842.0,527.0,-0.6472187584557824,-1.04069581366507,0
8512,morning,monday,3.3,45.2,0.354,608.0,1040.0,780.0,475.0,-0.7864488050915732,-1.241901832049263,0
8513,morning,monday,3.1,43.3,0.3354,587.0,1084.0,744.0,434.0,-0.8560638284094687,-1.3790877536748491,0
8514,morning,monday,3.7,38.8,0.3123,584.0,1137.0,726.0,385.0,-0.925678851727364,-1.397379209891594,0
8515,afternoon,monday,4.0,36.8,0.3016,661.0,1016.0,757.0,435.0,-0.7168337817736777,-1.2373289679950767,0
8516,afternoon,monday,3.7,35.0,0.2823,646.0,1045.0,731.0,421.0,-0.7864488050915732,-1.3653691615122907,0
8517,afternoon,monday,3.4,32.4,0.2563,594.0,1134.0,673.0,371.0,-0.925678851727364,-1.502555083137877,0
8518,afternoon,monday,3.3,33.1,0.2592,617.0,1099.0,699.0,382.0,-0.8560638284094687,-1.4248163942167114,0
8519,afternoon,monday,2.6,35.1,0.2618,640.0,1093.0,716.0,408.0,-0.8560638284094687,-1.3653691615122907,0
8520,evening,monday,2.1,36.6,0.2634,842.0,849.0,858.0,676.0,-0.0902985719126186,-0.862354115551808,0
8521,evening,monday,1.6,37.9,0.2645,903.0,790.0,885.0,798.0,0.188161521358963,-0.7891882906848287,0
8522,evening,monday,1.4,38.0,0.2615,872.0,814.0,870.0,793.0,0.2577765446768585,-0.7846154266306424,1
8523,evening,monday,1.0,36.6,0.2456,687.0,1015.0,727.0,573.0,-0.3687586651842005,-1.2967762006994976,0
8524,night,monday,1.1,35.4,0.2382,580.0,1183.0,655.0,402.0,-0.8560638284094687,-1.529992267462994,0
8525,night,monday,1.0,34.3,0.2292,538.0,1285.0,621.0,343.0,-0.9952938750452596,-1.6260224126009044,0
8526,night,tuesday,1.0,37.4,0.2487,515.0,1327.0,642.0,322.0,-1.064908898363155,-1.575720908004856,0
8527,night,tuesday,0.7,41.2,0.2693,487.0,1364.0,640.0,307.0,-1.064908898363155,-1.5940123642216009,0
8528,night,tuesday,0.2,40.6,0.2566,453.0,1498.0,602.0,268.0,-1.204138944998946,-1.7129068296304422,0
8529,night,tuesday,0.1,40.0,0.2499,387.0,1791.0,559.0,227.0,-1.3433689916347369,-1.8089369747683528,0
8530,night,tuesday,-0.1,37.5,0.2326,390.0,1804.0,551.0,221.0,-1.3433689916347369,-1.8043641107141664,0
8531,morning,tuesday,-0.3,38.4,0.2347,408.0,1727.0,561.0,225.0,-1.3433689916347369,-1.7357711499013733,0
8532,morning,tuesday,-0.6,40.1,0.2404,407.0,1677.0,579.0,232.0,-1.3433689916347369,-1.7174796936846284,0
8533,morning,tuesday,-0.6,41.4,0.2478,500.0,1361.0,652.0,313.0,-1.1345239216810503,-1.516273675300435,0
8534,morning,tuesday,-0.2,40.2,0.2478,774.0,911.0,839.0,629.0,-0.4383736885020959,-0.8943641639311114,0
8535,morning,tuesday,0.6,36.8,0.2388,818.0,853.0,840.0,790.0,-0.1599135952305142,-0.9400928044729736,0
8536,morning,tuesday,2.8,30.3,0.2294,688.0,988.0,720.0,630.0,-0.5079887118199915,-1.2601932882660078,0
8537,morning,tuesday,3.1,29.1,0.224,609.0,1122.0,660.0,472.0,-0.8560638284094687,-1.4293892582708976,0
8538,morning,tuesday,3.3,29.2,0.2288,580.0,1181.0,647.0,378.0,-0.9952938750452596,-1.497982219083691,0
8539,afternoon,tuesday,3.1,31.0,0.2386,623.0,1097.0,684.0,384.0,-0.925678851727364,-1.3882334817832216,0
8540,afternoon,tuesday,3.2,30.8,0.2399,660.0,1030.0,709.0,426.0,-0.7864488050915732,-1.2967762006994976,0
8541,afternoon,tuesday,3.3,31.5,0.2464,632.0,1074.0,701.0,442.0,-0.8560638284094687,-1.3196405209704285,0
8542,afternoon,tuesday,4.1,28.6,0.2363,655.0,1045.0,710.0,467.0,-0.7864488050915732,-1.283057608536939,0
8543,afternoon,tuesday,3.9,29.2,0.2378,653.0,1073.0,708.0,448.0,-0.8560638284094687,-1.2693390163743803,0
8544,evening,tuesday,1.9,35.0,0.2494,766.0,922.0,815.0,582.0,-0.5079887118199915,-1.045268677719256,0
8545,evening,tuesday,1.8,35.4,0.2497,880.0,815.0,887.0,892.0,-0.0206835485947231,-0.6565752331134287,0
8546,evening,tuesday,1.4,36.5,0.2503,958.0,751.0,935.0,1006.0,0.4666216146305448,-0.4645149428376081,0
8547,evening,tuesday,0.8,36.3,0.2388,777.0,913.0,796.0,852.0,0.0489314747231723,-0.9126556201478564,0
8548,night,tuesday,0.6,34.1,0.221,613.0,1137.0,672.0,543.0,-0.7864488050915732,-1.3836606177290354,0
8549,night,tuesday,0.3,31.9,0.2031,621.0,1143.0,669.0,529.0,-0.7168337817736777,-1.3653691615122907,0
8550,night,wednesday,0.2,30.2,0.191,597.0,1184.0,637.0,465.0,-0.8560638284094687,-1.4659721707043871,0
8551,night,wednesday,0.0,29.7,0.1847,544.0,1253.0,601.0,405.0,-0.925678851727364,-1.5802937720590422,0
8552,night,wednesday,-0.1,31.9,0.1975,525.0,1307.0,605.0,332.0,-1.064908898363155,-1.598585228275787,0
8553,night,wednesday,-1.1,41.4,0.2379,486.0,1294.0,650.0,420.0,-1.1345239216810503,-1.4751178988127596,0
8555,morning,wednesday,-1.3,46.3,0.2635,489.0,1262.0,698.0,630.0,-1.204138944998946,-1.4019520739457805,0
8556,morning,wednesday,-1.2,47.2,0.27,537.0,1158.0,722.0,768.0,-1.1345239216810503,-1.2784847444827527,0
8557,morning,wednesday,-1.3,47.5,0.2702,680.0,1023.0,813.0,866.0,-0.9952938750452596,-1.0498415417734424,0
8558,morning,wednesday,-1.9,51.4,0.2801,1013.0,690.0,1056.0,1254.0,0.188161521358963,-0.0529571779608495,0
8559,morning,wednesday,-0.5,45.9,0.2763,1065.0,669.0,1072.0,1347.0,0.4666216146305448,-0.0483843139066633,0
8560,morning,wednesday,4.6,32.5,0.2783,910.0,774.0,922.0,1216.0,-0.0902985719126186,-0.3136104290494633,0
8561,morning,wednesday,7.5,24.3,0.2528,935.0,747.0,942.0,1151.0,0.0489314747231723,-0.3867762539164425,0
8562,morning,wednesday,9.6,18.8,0.2246,796.0,900.0,767.0,699.0,-0.5079887118199915,-0.9400928044729736,0
8563,afternoon,wednesday,9.3,18.4,0.2157,790.0,927.0,764.0,584.0,-0.6472187584557824,-1.0041129012315804,0
8564,afternoon,wednesday,9.7,18.6,0.2244,938.0,790.0,897.0,836.0,-0.1599135952305142,-0.6520023690592425,0
8565,afternoon,wednesday,10.1,16.7,0.2062,826.0,898.0,802.0,626.0,-0.5776037351378869,-0.9218013482562286,0
8566,afternoon,wednesday,11.8,13.5,0.1862,945.0,804.0,855.0,878.0,-0.0902985719126186,-0.7891882906848287,0
8567,afternoon,wednesday,11.6,15.3,0.2086,917.0,802.0,885.0,952.0,-0.0902985719126186,-0.6382837768966839,0
8568,evening,wednesday,9.1,19.2,0.2225,1226.0,624.0,1126.0,1460.0,0.8843117545379177,0.1711131606942745,0
8569,evening,wednesday,7.2,25.6,0.2611,1384.0,523.0,1325.0,1855.0,2.06776715094214,0.8616156328763916,1
8570,evening,wednesday,6.1,34.0,0.3237,1269.0,551.0,1282.0,1860.0,2.2069971975779312,0.934781457743371,1
8571,evening,wednesday,5.1,36.4,0.323,1020.0,656.0,1054.0,1629.0,0.4666216146305448,0.3174448104282331,0
8572,night,wednesday,4.8,39.6,0.344,821.0,754.0,936.0,1454.0,-0.3687586651842005,-0.1855702355322495,0
8573,night,wednesday,5.0,39.6,0.3479,763.0,818.0,905.0,1348.0,-0.5079887118199915,-0.3639119336455115,0
8574,night,thursday,4.1,41.7,0.3456,778.0,799.0,907.0,1326.0,-0.5079887118199915,-0.2907461087785322,0
8575,night,thursday,4.4,43.3,0.3656,724.0,832.0,893.0,1285.0,-0.5079887118199915,-0.3684847976996978,0
8576,night,thursday,3.8,45.9,0.3728,682.0,875.0,884.0,1205.0,-0.7168337817736777,-0.5696908160838908,0
8577,night,thursday,3.6,49.7,0.396,655.0,876.0,887.0,1220.0,-0.8560638284094687,-0.5422536317587736,0
8578,night,thursday,3.4,56.3,0.4455,715.0,783.0,947.0,1448.0,-0.7864488050915732,-0.1581330512071322,0
8579,morning,thursday,2.9,67.9,0.5183,713.0,754.0,1001.0,1433.0,-0.7864488050915732,-0.0300928576899185,0
8580,morning,thursday,2.8,74.1,0.5618,770.0,702.0,1063.0,1447.0,-0.6472187584557824,0.225987529344509,0
8581,morning,thursday,2.9,75.6,0.5742,846.0,650.0,1120.0,1481.0,-0.5079887118199915,0.4866407804331227,0
8582,morning,thursday,3.8,72.4,0.5867,1167.0,496.0,1422.0,1785.0,0.6058516612663358,1.5841281534378122,0
8583,morning,thursday,5.9,50.2,0.4706,1212.0,529.0,1406.0,1756.0,1.4412319410810814,1.0353844669354677,0
8584,morning,thursday,7.3,39.4,0.4035,931.0,687.0,1069.0,1368.0,-0.0206835485947231,0.0019171906893849,0
8585,morning,thursday,3.6,75.9,0.6055,852.0,692.0,1155.0,1197.0,-0.0902985719126186,0.24885184961544,0
8586,morning,thursday,3.6,78.6,0.6283,783.0,757.0,1127.0,1084.0,-0.3687586651842005,0.0842287436647366,0
8587,afternoon,thursday,5.3,69.2,0.6213,759.0,773.0,1088.0,1039.0,-0.5079887118199915,-0.084967226340153,0
8588,afternoon,thursday,6.1,66.0,0.6255,777.0,767.0,1107.0,961.0,-0.3687586651842005,-0.0666757701234081,0
8589,afternoon,thursday,6.0,70.1,0.6577,783.0,758.0,1115.0,964.0,-0.4383736885020959,-0.0118014014731736,0
8590,afternoon,thursday,6.3,72.1,0.6907,787.0,740.0,1147.0,941.0,-0.2991436418663051,0.0613644233938055,0
8591,afternoon,thursday,6.3,75.7,0.7252,879.0,670.0,1252.0,1111.0,-0.1599135952305142,0.4820679163789365,0
8592,evening,thursday,5.6,80.4,0.7382,1202.0,507.0,1510.0,1459.0,1.1627718478094993,1.492670872354088,0
8593,evening,thursday,4.9,82.4,0.7201,1245.0,476.0,1539.0,1519.0,2.276612220895827,1.6572939783047915,0
8594,evening,thursday,4.3,84.0,0.7051,1164.0,508.0,1488.0,1412.0,1.4412319410810814,1.3051834461324536,0
8595,evening,thursday,4.3,83.6,0.7025,1013.0,568.0,1331.0,1336.0,1.1627718478094993,0.7975955361177848,0
8596,night,thursday,4.6,82.5,0.7066,928.0,621.0,1235.0,1285.0,0.1185464980410675,0.4363392758370745,0
8597,night,thursday,4.4,82.0,0.6938,868.0,664.0,1205.0,1240.0,-0.0206835485947231,0.3128719463740469,0
8598,night,friday,4.3,80.9,0.6791,877.0,654.0,1206.0,1282.0,0.1185464980410675,0.4683493242163779,0
8599,night,friday,4.1,81.2,0.6721,849.0,680.0,1173.0,1189.0,0.1185464980410675,0.1436759763691573,0
8600,night,friday,3.9,80.9,0.6613,750.0,765.0,1108.0,1117.0,-0.2991436418663051,-0.0986858185027116,0
8601,night,friday,4.5,70.6,0.6004,617.0,891.0,977.0,1024.0,-0.6472187584557824,-0.5879822723006356,0
8602,night,friday,4.5,65.1,0.5547,526.0,1134.0,912.0,744.0,-1.064908898363155,-1.017831493394139,0
8603,morning,friday,4.0,75.2,0.6161,602.0,925.0,993.0,928.0,-0.8560638284094687,-0.6017008644631943,0
8604,morning,friday,3.7,76.4,0.6164,690.0,833.0,1049.0,1006.0,-0.7168337817736777,-0.4004948460790012,0
8605,morning,friday,3.1,77.3,0.5985,878.0,682.0,1180.0,1173.0,-0.1599135952305142,0.1939774809652055,0
8606,morning,friday,3.7,74.4,0.5992,1204.0,506.0,1497.0,1568.0,1.093156824491604,1.291464853969895,0
8607,morning,friday,5.0,69.4,0.6118,1502.0,399.0,1848.0,1913.0,2.7639173841210947,2.087143199398295,0
8608,morning,friday,6.5,60.9,0.5919,1174.0,524.0,1432.0,1643.0,1.719692034352663,1.0216658747729088,0
8609,morning,friday,7.6,59.8,0.6245,1165.0,533.0,1435.0,1605.0,0.8146967312200221,0.7747312158468537,0
8610,morning,friday,8.6,57.6,0.6471,1145.0,537.0,1399.0,1668.0,0.8146967312200221,1.003374418556164,0
8611,afternoon,friday,10.9,52.4,0.6826,1193.0,507.0,1493.0,1710.0,0.8843117545379177,1.090258835585702,0
8612,afternoon,friday,12.3,48.3,0.6871,1167.0,515.0,1443.0,1632.0,1.0235418011737087,1.090258835585702,0
8613,afternoon,friday,12.5,43.4,0.6298,1182.0,525.0,1411.0,1545.0,1.2323868711273949,1.0673945153147708,0
8614,afternoon,friday,11.9,42.3,0.5902,1198.0,521.0,1401.0,1557.0,1.858922080988454,1.0353844669354677,0
8615,afternoon,friday,12.3,41.2,0.5867,1177.0,544.0,1392.0,1529.0,1.2323868711273949,0.9393543217975572,0
8616,evening,friday,10.8,48.1,0.6235,1094.0,575.0,1327.0,1430.0,1.0235418011737087,0.6512638863838262,0
8617,evening,friday,8.9,52.5,0.5996,1144.0,558.0,1336.0,1509.0,1.0235418011737087,0.6741282066547571,0
8618,evening,friday,8.4,54.7,0.6057,1253.0,514.0,1479.0,1615.0,1.719692034352663,0.9850829623394192,0
8619,evening,friday,7.5,58.7,0.6112,896.0,710.0,1132.0,1242.0,0.1185464980410675,-0.0072285374189874,0
8620,night,friday,6.9,60.0,0.5977,762.0,820.0,1049.0,1065.0,-0.3687586651842005,-0.3730576617538839,0
8621,night,friday,6.6,61.3,0.5995,833.0,759.0,1104.0,1180.0,-0.2295286185484095,0.0064900547435711,0
8622,night,saturday,6.3,59.8,0.5761,810.0,768.0,1070.0,1158.0,0.0489314747231723,-0.0483843139066633,0
8623,night,saturday,5.4,65.8,0.5935,849.0,715.0,1132.0,1216.0,-0.0206835485947231,0.11623879204404,0
