,true_error,time_slot,day_of_week,T,RH,AH,PT08.S1(CO),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label
793,0,night,tuesday,15.2,45.8,0.7864,842.0,1423.0,1224.0,424.0,0.1874,0.5803
794,0,night,tuesday,14.7,49.9,0.828,909.0,1236.0,1302.0,558.0,0.1874,0.657
795,0,morning,tuesday,15.5,47.3,0.8282,930.0,1143.0,1339.0,746.0,0.1737,0.7134
796,0,morning,tuesday,14.4,53.1,0.8677,1120.0,843.0,1593.0,1126.0,0.5073,0.9956
797,1,morning,tuesday,15.9,48.5,0.8704,1518.0,589.0,2101.0,1703.0,2.669,1.479
798,1,morning,tuesday,18.1,40.3,0.8294,1461.0,630.0,2050.0,1628.0,2.8929,1.4886
799,0,morning,tuesday,19.6,35.9,0.81,1075.0,938.0,1487.0,936.0,0.6627,0.9541
800,0,morning,tuesday,22.8,29.1,0.796,1061.0,968.0,1455.0,890.0,0.7084,0.9668
801,0,morning,tuesday,24.8,25.3,0.7793,1066.0,979.0,1474.0,757.0,0.585,0.9913
802,0,morning,tuesday,27.2,22.0,0.7785,1179.0,829.0,1651.0,949.0,1.1654,1.2107
803,0,afternoon,tuesday,28.2,20.4,0.7677,1251.0,773.0,1779.0,1109.0,1.8783,1.3182
804,0,afternoon,tuesday,25.4,24.2,0.7733,1120.0,898.0,1560.0,870.0,0.7906,1.1159
805,0,afternoon,tuesday,25.7,23.8,0.7737,1187.0,840.0,1651.0,1011.0,1.2659,1.216
806,0,afternoon,tuesday,27.2,22.1,0.7811,1145.0,903.0,1592.0,885.0,1.1837,1.1351
807,0,afternoon,tuesday,27.0,22.3,0.786,1215.0,817.0,1689.0,1015.0,1.2522,1.2394
808,0,evening,tuesday,24.5,27.8,0.8433,1317.0,766.0,1798.0,1155.0,1.7229,1.3108
809,0,evening,tuesday,23.7,30.2,0.8718,1388.0,702.0,1955.0,1315.0,2.0886,1.4279
810,1,evening,tuesday,21.5,34.5,0.8746,1295.0,716.0,1849.0,1359.0,2.5364,1.348
811,0,evening,tuesday,19.9,37.8,0.8675,1153.0,811.0,1651.0,1194.0,1.2751,1.1351
812,0,night,tuesday,18.9,40.6,0.8771,1078.0,905.0,1511.0,951.0,0.6261,0.9924
813,0,night,tuesday,17.9,43.5,0.884,1133.0,806.0,1608.0,1054.0,0.9277,1.0776
814,0,night,wednesday,17.4,46.3,0.9112,1055.0,880.0,1504.0,980.0,0.4616,0.9572
815,0,night,wednesday,18.1,44.7,0.9186,953.0,999.0,1396.0,898.0,0.393,0.7826
816,0,night,wednesday,16.5,50.1,0.9331,892.0,1139.0,1359.0,803.0,0.2331,0.6804
817,0,night,wednesday,14.2,56.9,0.9141,895.0,1167.0,1347.0,684.0,0.2148,0.6729
818,0,night,wednesday,14.7,56.2,0.9341,859.0,1209.0,1321.0,644.0,0.16,0.641
819,0,morning,wednesday,16.3,52.8,0.9722,856.0,1191.0,1345.0,677.0,0.1508,0.6591
820,0,morning,wednesday,13.9,60.7,0.9597,1030.0,892.0,1539.0,996.0,0.4342,0.937
821,1,morning,wednesday,15.0,58.3,0.9876,1689.0,529.0,2396.0,1736.0,3.4459,1.6611
822,1,morning,wednesday,16.1,54.8,0.996,1486.0,571.0,2112.0,1692.0,2.6872,1.4385
823,1,morning,wednesday,19.3,46.4,1.0248,1592.0,577.0,2155.0,2108.0,3.0072,1.5152
824,0,morning,wednesday,24.2,33.8,1.0097,1469.0,692.0,1903.0,1807.0,1.7001,1.3331
825,0,morning,wednesday,26.7,28.7,0.9895,1364.0,723.0,1850.0,1566.0,1.7641,1.2831
826,0,morning,wednesday,27.4,28.2,1.0098,1285.0,755.0,1741.0,1293.0,1.5219,1.1958
827,0,afternoon,wednesday,28.1,26.9,1.0094,1311.0,748.0,1787.0,1219.0,1.3391,1.2458
828,0,afternoon,wednesday,27.7,26.5,0.9693,1416.0,684.0,1969.0,1330.0,2.3353,1.4353
829,1,afternoon,wednesday,28.4,23.4,0.8935,1387.0,701.0,1890.0,1299.0,2.5547,1.4034
830,0,afternoon,wednesday,28.4,26.0,0.9922,1329.0,768.0,1750.0,1111.0,1.7138,1.2618
831,0,afternoon,wednesday,27.3,30.0,1.0752,1496.0,680.0,1878.0,1300.0,2.3262,1.3757
832,1,evening,wednesday,24.3,37.3,1.1199,1676.0,567.0,2226.0,1653.0,3.6104,1.6238
833,1,evening,wednesday,23.1,42.2,1.1746,1724.0,562.0,2252.0,1716.0,3.7292,1.6078
834,1,evening,wednesday,21.8,43.6,1.1226,1642.0,597.0,2117.0,1720.0,3.6744,1.5184
835,0,evening,wednesday,19.8,46.8,1.0702,1267.0,764.0,1740.0,1339.0,1.5173,1.1585
836,0,night,wednesday,19.6,49.8,1.1221,1146.0,845.0,1575.0,1166.0,0.7129,0.9828
837,0,night,wednesday,17.9,56.2,1.142,1216.0,788.0,1662.0,1256.0,0.6535,1.0222
838,0,night,thursday,17.4,55.6,1.0963,1128.0,838.0,1574.0,1125.0,0.5347,0.9487
839,0,night,thursday,16.8,59.5,1.1269,1042.0,923.0,1495.0,968.0,0.3839,0.822
840,0,night,thursday,15.9,60.1,1.0806,926.0,1115.0,1409.0,814.0,0.2742,0.6804
841,0,night,thursday,15.6,61.2,1.0784,898.0,1154.0,1386.0,743.0,0.3473,0.6474
842,0,night,thursday,14.6,63.4,1.0446,889.0,1168.0,1382.0,758.0,0.1828,0.657
843,0,morning,thursday,13.3,67.0,1.0203,959.0,1038.0,1470.0,861.0,0.2925,0.7816
844,0,morning,thursday,12.9,66.5,0.9846,1097.0,827.0,1620.0,1047.0,0.6764,1.0179
845,1,morning,thursday,14.8,61.3,1.0237,1674.0,539.0,2405.0,1665.0,2.902,1.6472
846,1,morning,thursday,16.1,56.5,1.0274,1771.0,461.0,2572.0,1982.0,5.1597,1.7995
847,0,morning,thursday,18.6,47.8,1.0143,1408.0,648.0,1886.0,1711.0,2.1708,1.3214
848,0,morning,thursday,23.8,30.2,0.8771,1156.0,875.0,1583.0,1204.0,1.0054,1.0744
849,0,morning,thursday,25.4,25.0,0.7966,1042.0,971.0,1491.0,871.0,0.4799,1.002
850,0,morning,thursday,25.6,25.5,0.8234,1167.0,829.0,1716.0,1040.0,0.8683,1.2011
851,0,afternoon,thursday,24.9,29.9,0.9325,1398.0,656.0,2037.0,1439.0,2.3582,1.4481
852,0,afternoon,thursday,22.4,37.9,1.016,1458.0,654.0,2023.0,1516.0,1.5813,1.4066
853,1,afternoon,thursday,21.7,44.0,1.1242,1554.0,614.0,2151.0,1693.0,2.5821,1.4683
854,0,afternoon,thursday,21.4,44.4,1.1176,1495.0,615.0,2069.0,1635.0,2.2074,1.4172
855,1,afternoon,thursday,20.8,45.3,1.1016,1560.0,579.0,2176.0,1688.0,2.9752,1.5163
856,1,evening,thursday,20.2,48.6,1.1354,1664.0,553.0,2312.0,1820.0,3.0026,1.6174
857,1,evening,thursday,20.2,50.8,1.1924,1761.0,502.0,2488.0,2006.0,3.7932,1.7143
858,0,evening,thursday,18.6,57.6,1.2233,1524.0,608.0,2046.0,1740.0,1.988,1.3576
859,0,evening,thursday,18.2,58.8,1.2173,1398.0,646.0,1931.0,1577.0,0.9552,1.266
860,0,night,thursday,17.8,61.0,1.2352,1342.0,694.0,1856.0,1443.0,0.9232,1.1777
861,0,night,thursday,17.0,70.7,1.3554,1433.0,681.0,1876.0,1411.0,0.7952,1.1755
862,0,night,friday,16.2,76.9,1.4051,1297.0,733.0,1823.0,1217.0,0.7769,1.085
863,0,night,friday,15.7,78.6,1.3943,1179.0,830.0,1696.0,1086.0,0.5301,0.9413
864,0,night,friday,15.7,78.4,1.3917,1097.0,897.0,1628.0,1050.0,0.4159,0.8614
865,0,night,friday,15.7,77.4,1.3683,1054.0,963.0,1598.0,965.0,0.3245,0.8103
866,0,night,friday,15.4,78.5,1.3635,1017.0,1009.0,1554.0,906.0,0.2696,0.7571
867,0,morning,friday,15.7,74.7,1.3194,1005.0,1005.0,1563.0,917.0,0.2194,0.7858
868,0,morning,friday,15.9,73.1,1.3136,1206.0,818.0,1771.0,1116.0,0.5073,1.0105
869,0,morning,friday,16.6,68.2,1.2737,1458.0,662.0,2033.0,1380.0,1.5767,1.3299
870,0,morning,friday,18.7,57.6,1.2323,1405.0,638.0,2065.0,1378.0,1.5173,1.3789
871,0,morning,friday,17.6,65.0,1.2945,1381.0,685.0,1970.0,1365.0,1.5721,1.2767
872,0,morning,friday,16.3,73.2,1.3458,1315.0,736.0,1833.0,1273.0,0.9689,1.1415
873,0,morning,friday,16.0,78.5,1.4209,1332.0,707.0,1889.0,1242.0,0.7586,1.1521
874,0,morning,friday,17.3,72.4,1.4125,1362.0,673.0,1973.0,1294.0,0.978,1.2192
875,0,afternoon,friday,19.4,60.9,1.3545,1399.0,643.0,2061.0,1413.0,1.7229,1.3012
876,0,afternoon,friday,21.4,50.9,1.2823,1310.0,695.0,1939.0,1224.0,0.9597,1.2352
877,0,afternoon,friday,22.7,45.8,1.2465,1399.0,699.0,1971.0,1318.0,1.2111,1.2788
878,0,afternoon,friday,20.9,60.8,1.4852,1524.0,644.0,2139.0,1404.0,1.6681,1.3193
879,0,afternoon,friday,21.0,54.3,1.3353,1487.0,641.0,2133.0,1471.0,2.0748,1.3565
880,0,evening,friday,20.8,54.4,1.3194,1480.0,622.0,2162.0,1623.0,2.1023,1.4098
881,1,evening,friday,19.8,58.6,1.3392,1626.0,555.0,2356.0,1786.0,2.934,1.5716
882,0,evening,friday,19.1,61.1,1.3345,1449.0,625.0,2100.0,1569.0,2.2896,1.3651
883,0,evening,friday,18.2,65.4,1.3529,1363.0,684.0,1951.0,1495.0,1.0694,1.2266
884,0,night,friday,18.1,66.1,1.3579,1371.0,689.0,1927.0,1471.0,0.9689,1.2096
885,0,night,friday,17.7,66.9,1.3422,1406.0,718.0,1872.0,1384.0,1.2568,1.1787
886,0,night,saturday,17.8,66.8,1.346,1425.0,709.0,1936.0,1789.0,1.2568,1.2298
